post_ID,page_num,text,date,clean_date,bloom_doy,quarter,year,avg_max_temp,avg_min_temp,avg_prcp
80,4,"i was with lena, whom i met on a festival walk last weekend. she came to my meetup group walk last week, and i dragged her along to see the 'yokihi' on the way to giving her a ride to the bus. but then, i didn't know which tree it was. no-one including me has mentioned two trees. lena and i couldn't figure out if they looked the same or different. i think tree 2 is the one that has always been photographed. tree 1 tree 2   ","Apr 19, 2014",2014-04-19,109,2,2014,17.022222222222222,9.522222222222222,21.133333333333333
81,4,"i have really wanted a picture of jugatsu-zakura so have checked around the kerrisdale community centre fairly regularly since november.  today i saw some individual little blooms which were rather out of reach of the capabilities of my camera but i thought the first-in-the-book cultivar should be recorded while all those whitcombs and okames and accolades are bursting into bloom.  without the blossoms and leaves, the jugatsu-zakura trees are handsome, anyway.  just a little further south on yew, between 43rd and 44th, there are some old warrior accolades which simply produce the sweetest blossoms.  i know they've been recorded many times but i don't believe their portraits have shown up yet in this neighborhood this year. ","Feb 23, 2015",2015-02-23,54,1,2015,10.236666666666666,4.017777777777778,47.6
82,4,"wendy cutler and i drove around on sunday. we found a beni-shidare in the front yard at w49th and mccleery, and a large accolade overhanging the back alley on the same property. the accolades on w50th are looking spectacular. ","Mar 10, 2015",2015-03-10,69,1,2015,10.236666666666666,4.017777777777778,47.6
83,4,took a wonderful drive (and 400 photos) yesterday. these akebono cherries are at the corner of sw marine drive and yew (maple grove park). ,"Mar 19, 2015",2015-03-19,78,1,2015,10.236666666666666,4.017777777777778,47.6
84,4,"ruthraymond said:↑took a wonderful drive (and 400 photos) yesterday. these akebono cherries are at the corner of sw marine drive and yew (maple grove park).view attachment 129616view attachment 129615view attachment 129617view attachment 129618view attachment 129619click to expand...i think these are plum trees (vertical bark, lollipop blossoms) that still look great but have fooled me in the past as i cycled by in the past.  marine drive is generally plums early. ","Mar 25, 2015",2015-03-25,84,1,2015,10.236666666666666,4.017777777777778,47.6
85,4,"yaletowner said:↑i think these are plum trees (vertical bark, lollipop blossoms) ...click to expand...did you put in the right link? these, in the posting just before yours, are for sure 'akebono', from maple grove park. i can't speak for ruth's other 397 photos, but the plums are all quite purple now. ","Mar 25, 2015",2015-03-25,84,1,2015,10.236666666666666,4.017777777777778,47.6
86,4,certainly not the best day for glorious photos but the many different cultivars within a few blocks of the kerrisdale community centre made today's walk there enjoyable.  the tai-haku on balsam which stretch from 41st to 43rd are wonderful cumulus-like puffs of lovely big snowy white flowers.  today they form a canopy which almost doesn't require an umbrella.  tomorrow afternoon in the sun they should still be in prime condition.  perhaps someone will be able to replace these photos which suffered from rain drops on the lens. ,"Mar 25, 2015",2015-03-25,84,1,2015,10.236666666666666,4.017777777777778,47.6
87,4,further down balsam at 47th is one of the city's few washi-no-o trees.  in the rain there was no detectable perfume but the eagle tail petals were evident.  it seemed a lot of the fallen petals on the ground were intact flowers.  it's more open habit made an umbrella really desirable.... ,"Mar 25, 2015",2015-03-25,84,1,2015,10.236666666666666,4.017777777777778,47.6
88,4,"ukon cherry at 43rd and yew, group of maybe 6 trees, n/w corner.  lovely greenish colour to flower.  even in the rain. ","Mar 25, 2015",2015-03-25,84,1,2015,10.236666666666666,4.017777777777778,47.6
89,4,"shirotae cherry corner of 45th and mackenzie. ne corner. nice small tree.  too cold to detect much of an almond scent, but a lovely blush pink opening to white.  ","Mar 25, 2015",2015-03-25,84,1,2015,10.236666666666666,4.017777777777778,47.6
90,4,"young 'snow goose', with very strongly ascending branches on the ne side of 49th and mcleery.  the flowers show the star of the green sepals in behind the petals, like a ghost star! the red centers are magnificent, you can even see the anthers and stigma in the close up. ","Mar 25, 2015",2015-03-25,84,1,2015,10.236666666666666,4.017777777777778,47.6
91,4,"while on our wonderful walk today there were an old pair of somei-yoshino's along 50th ave.  while admiring them, an anna's hummingbird flew in amongst the flowers darting here and there.  you could briefly see the flash of purple on the hummingbird's throat which matched the flower color beautifully.  unfortunately this was not captured on film, but a great experience all the same! ","Mar 25, 2015",2015-03-25,84,1,2015,10.236666666666666,4.017777777777778,47.6
92,4,"we found some new trees for our map today.we didn't actually walk over to the 'akebono' trees at the far end of the block of larch north of 46th, but they were attractive from a distance. 'kanzan' not yet in bloom are in the foreground. on 45th at elm are two 'akebono' what, teenagers? nice-looking trees. edited - there doesn't seem to be any 46th, but they are before 47th. here is a little 'shirotae', adding it for the map, since there weren't any other of these on our walk.the point of the walk was to see neighbouring 'yae-beni-shidare' on 45th and mackenzie, which i never thought to photograph, but they have been featured here before. we found another large neighbouring set of these trees, though, in back yards, visible from the lane west of mccleery south of 47th. here are two 'snow goose' on mccleary at 49th. the rest of these have appeared before in this thread.here are flowers for the 'beni-shidare' tree that janet posted on march 10. these are still looking amazingly nice. the first photo is more to show off the festival umbrella. these are the two 'yae-beni-shidare' on 50th west of marine crescent, mid-block, peeking over the hedge.and the 'washi-no-o' nearby on the same street.  ","Mar 25, 2015",2015-03-25,84,1,2015,10.236666666666666,4.017777777777778,47.6
93,4,back in kerrisdale today to visit the 'yokihi'.  a pretty tree indeed and worth the drive.  the blossoms are high and have a frilly edge which is probably more evident in the photograph in the book (p.87) than in my picture. ,"Mar 28, 2015",2015-03-28,87,1,2015,10.236666666666666,4.017777777777778,47.6
94,4,"quite close to the glorious 'yae-beni-shidare' neighbours on 45th near mackenzie is a 'beni-shidare' on macdonald and 44th.  while it is past its prime as far as producing blossoms is concerned, the blooms are not double which makes me drop the 'yae'.  i will happily stand corrected if i'm wrong. ","Mar 28, 2015",2015-03-28,87,1,2015,10.236666666666666,4.017777777777778,47.6
95,4,beautiful ukon trees both sides of churchill between 47 and 49 ave ,"Apr 1, 2015",2015-04-01,91,2,2015,18.162790697674417,9.730232558139535,6.953488372093023
96,4,"single tree on churchill north of 47 ave, east side of street.need help with id.  thanks ","Apr 1, 2015",2015-04-01,91,2,2015,18.162790697674417,9.730232558139535,6.953488372093023
97,4,"willard said:↑single tree on churchill north of 47 ave, east side of street.need help with id.  thanksclick to expand...last gasp (for this year) of a 'beni-shidare'. ","Apr 1, 2015",2015-04-01,91,2,2015,18.162790697674417,9.730232558139535,6.953488372093023
98,4,"cherry spotting becomes like a disease.  i thought that this is kind of overwhelming as there are so many trees all over the city so i just thought i should limit myself to my own south cambie riley park neighbourhood where the trees aren't necessarily as well documented but i keep stumbling into interesting trees wherever i go.  when i came out of my yoga class sunday late afternoon i spotted two lovely trees, quite different from the nearby kanzans.   checking the neighbourhood map i went to a link in that vicinity just east of vine on the north side of 41st.  and two small shiro fugens were mentioned.  so that was what i had seen only bigger and six years older. ","Apr 14, 2015",2015-04-14,104,2,2015,18.162790697674417,9.730232558139535,6.953488372093023
99,4,"the number of cherry trees becomes overwhelming so i thought i would limit myself to my own neighbourhood which extends from riley park to south cambie but once again a tree caught my interest as i was going to a yoga class.  after class i went back down vine for a closer look and identified it correctly (thanks, wendy) as a ukon between 49th and 47th on vine street on the west side of street-6405 vine street ","Apr 23, 2015",2015-04-23,113,2,2015,18.162790697674417,9.730232558139535,6.953488372093023
100,4,"here are four locations long past blooming, but posted to get them on the map.'kanzan', 45th between maple and cypress, mostly on the south side.  'kanzan', 44th between maple and cypress (seen here from cypress), both sides'beni-shidare', maybe, or maybe 'yae-beni-shidare', something like that, on 43rd, south side at east boulevard. i hope someone looks for them next year. 'kanzan', 45th west from yew, both sides ","Apr 23, 2015",2015-04-23,113,2,2015,18.162790697674417,9.730232558139535,6.953488372093023
101,5,"'shiro-fugen' in kerrisdale - the community centre put on a cherry blossom festival event today, under the 'shiro-fugen' trees in bloom (not so usual for april 26!). you can see the new petal mats, which i'm calling ""friendship mats"", because they zip together. this whole block on 46th east of east boulevard looks splendid, with as many flowers on the ground as on the trees, but still lots and lots of flowers on the trees. those trees have a lot of flowers. here's a 'kanzan' street for the map - i had it pending from last summer. there's a new 'shiro-fugen' and new 'kanzan'.   ","Apr 26, 2015",2015-04-26,116,2,2015,18.162790697674417,9.730232558139535,6.953488372093023
102,5,"sparse but true.on the northeast corner of yew and west 43 street is one old ""cherry of the tenth month"" starting to bloom. ","Oct 25, 2015",2015-10-25,298,4,2015,10.357608695652173,4.276086956521739,56.108695652173914
103,5,"willard said:↑""cherry of the tenth month"" starting to bloomclick to expand...note the white buds in your second photo. that's my distinguishing characteristic for this cultivar, 'jugatsu-zakura', compared with 'autumnalis rosea', which has pink buds. i'm not sure any cherry experts agree with me on this. ","Oct 25, 2015",2015-10-25,298,4,2015,10.357608695652173,4.276086956521739,56.108695652173914
104,5,"lots to see in kerrisdale right now! i'll start with 'accolade', because they're supposed to bloom earliest of the ones i saw today. these festival favourites are on yew between 43rd and 46th.     the other festival favourite 'accolade' location is at 50th at marine crescent. some of the trees are almost fully open, while others are not at 50%. so in a week or so when the several 'akebono' come out, there should still be 'accolade' trees looking good.    ","Mar 5, 2016",2016-03-05,65,1,2016,9.75505617977528,3.5280898876404496,51.70786516853933
105,5,"somehow i found beechwood again. there's one 'accolade' tree, north of 57th, amongst a run of 'kanzan'.   round the corner at 57th, then right onto marine drive, i came across two nice 'beni-shidare'.   this festival favourite 'beni-shidare' is the prettiest tree ever, not quite in bloom.   well, except that these 'pandora' are the prettiest trees ever. they're festival favourites too.   ","Mar 5, 2016",2016-03-05,65,1,2016,9.75505617977528,3.5280898876404496,51.70786516853933
106,5,"nice beni-shidare on west blvd, south of 54th. ","Mar 6, 2016",2016-03-06,66,1,2016,9.75505617977528,3.5280898876404496,51.70786516853933
107,5,"i found an unknown cherry, which looks like oshima. its flower is simple, pure white, and just start to bloom. it is located at 2680 west 50 ave, vancouver, among akebono & accolade. ","Mar 17, 2016",2016-03-17,77,1,2016,9.75505617977528,3.5280898876404496,51.70786516853933
108,5,"joseph lin said:↑unknown cherry, which looks like oshima. ... is located at 2680 west 50 aveclick to expand... i copied this to ornamental cherries before i realized this had been posted here before. mariko posted it in 2008 as 'washi-no-o'. it looks pretty similar to the others of that cultivar in the neighbourhood. ","Mar 17, 2016",2016-03-17,77,1,2016,9.75505617977528,3.5280898876404496,51.70786516853933
109,5,"0wcutler said:↑i copied this to ornamental cherries before i realized this had been posted here before. mariko posted it in 2008 as 'washi-no-o'. it looks pretty similar to the others of that cultivar in the neighbourhood.click to expand...yes, it looks more like washi-no-o. this tree is more upright, with white to pale pink bud, short peduncled, petal tips undulate edged. ","Mar 17, 2016",2016-03-17,77,1,2016,9.75505617977528,3.5280898876404496,51.70786516853933
110,5,"here is a very exciting 'beni-shidare', which i saw from across malkin park at balaclava and 43rd. the park does not come through to blenheim, the next street over, so i walked along the west side of the park until i came to a clearing and a gate, and there was the tree, and janice and david podmore, the owners of the tree, who happened at one time to be neighbours of vcbf artistic director. they were told the age by the previous owner of the house, so they understand it to be 90 years old.     ","Mar 29, 2016",2016-03-29,89,1,2016,9.75505617977528,3.5280898876404496,51.70786516853933
111,5,"kerrisdale 'tai-haku' were in full bloom four days ago, on balsam, 41st to 43rd. major excitement for me was finding a street of big old 'ichiyo', on marguerite south from 52nd. only a very few flowers were open. that fungus in the last photo is not a good sign.    also on the block, curiously, is one sargent hybrid cherry.    toward the end of the block, near 54th, is one 'beni-shidare', and a few 'kanzan', also not in bloom yet, which i didn't photograph  ","Mar 30, 2016",2016-03-30,90,1,2016,9.75505617977528,3.5280898876404496,51.70786516853933
112,5,this 'mikuruma-gaeshi' on at 3111 w. 43rd at balaclava was not on our map. it's pretty nice-looking.   ,"Mar 30, 2016",2016-03-30,90,1,2016,9.75505617977528,3.5280898876404496,51.70786516853933
113,5,"wcutler said:↑a street of big old 'ichiyo', on marguerite south from 52nd. only a very few flowers were open.click to expand...those photos were from march 25. today, april 1, they're fully open. two of the trees are in poor shape and have bronze leaves. the others a good looking trees with very green leaves. that block also has, in addition to the sargent hybrid, one young 'akebono', at least two 'kanzan' and three 'shiro-fugen'.      ","Apr 1, 2016",2016-04-01,92,2,2016,18.057303370786517,9.897752808988765,15.0561797752809
114,5,'accolade' at 50th st and marine cresent opening up.  looking good.  ,"Apr 2, 2017",2017-04-02,92,2,2017,16.39,8.927777777777777,31.4
115,5,"four 'pandora' at 6757 arbutus st, in an elegant setting.  in bloom today.  ","Apr 2, 2017",2017-04-02,92,2,2017,16.39,8.927777777777777,31.4
116,5,'washi-no-o' on nw corner of balsam and 47th is starting to bloom - even in this cold rain. ,"Apr 10, 2017",2017-04-10,100,2,2017,16.39,8.927777777777777,31.4
117,5,"'akebono' on se corner of balsam and 47th.location, location, location. ","Apr 10, 2017",2017-04-10,100,2,2017,16.39,8.927777777777777,31.4
118,5,"young ito-zakura on south side of w57 ave , east of maple.  looks like it needs a trim. ","Apr 12, 2017",2017-04-12,102,2,2017,16.39,8.927777777777777,31.4
119,5,good looking 'ukon' on both sides of churchill north of 49th. ,"Apr 23, 2017",2017-04-23,113,2,2017,16.39,8.927777777777777,31.4
120,5,"tall 'beni-shidare' starting to open, visible over a hedge at 5811 blenheim, south of 42nd.  ","Mar 22, 2018",2018-03-22,81,1,2018,7.7700000000000005,2.1277777777777778,51.888888888888886
121,5,"the 'pandora' trees on arbutus south of 51st were almost open on march 26. they still look spectacular.    i neglected to get the location of this plum tree, but i think it was on the same block. best looking plum tree ever. speaking of best-looking trees, @mweaver reported this 'somei-yoshino' in 2009 without an id, and i'm abashed to say that no-one, including me, has followed up on it to identify it or get it on our map. the original posting is at kerrisdale.i saw it last weekend and guessed 'akebono' only because it had no flowers open at all on march 26 and west end 'somei-yoshino' were completely open, but we west-enders are out-of-touch with the real world. douglas justice remembered it as 'somei-yoshino'. and yes, that's what it is. it's in a front yard with lots of space around it, a perfect setting. these photos are from yesterday, so it will be worth a visit during the first week of april.   ","Mar 30, 2018",2018-03-30,89,1,2018,7.7700000000000005,2.1277777777777778,51.888888888888886
122,5,across the street from the tree in the previous posting are several young 'akebono' running down 51st for at least a block.at the end of beechwood at 57th is a nice 'accolade' that has been posted here before. it's an easy and worth-while trip from here up west boulevard to maybe the nicest 'beni-shidare' in the city - this is the one featured in our book on ornamental cherries – 2014 edition - vancouver cherry blossom festival.   ,"Mar 30, 2018",2018-03-30,89,1,2018,7.7700000000000005,2.1277777777777778,51.888888888888886
123,5,"wcutler said:↑i neglected to get the location of this plum tree, but i think it was on the same block. best looking plum tree ever.click to expand...the plum is catty-corner to the 'somei-yoshino', just east of beechwood at 51st. it was a nicer day today.  ","Mar 31, 2018",2018-03-31,90,1,2018,7.7700000000000005,2.1277777777777778,51.888888888888886
124,5,"wcutler said:↑speaking of best-looking treesclick to expand...the 'somei-yoshino' is in full bloom today. still surprising to me, the 'akebono' trees across the street are also in full bloom. the third photo shows the 'akebono' in the foreground with the 'somei-yoshino' in the background to the right. i have been running the line that 'somei-yoshino' look more white than 'akebono' because they open earlier, so when the latter are in bloom, the 'somei-yoshino' have faded to white. but these trees opened at the same time. and the 'somei-yoshino' went white right  away, while the others have a lot of pink in the petals.  it's pretty hard to tell which is which from fallen blossoms. there were quite a few whole flowers under the 'somei-yoshino', just a few under the other, and no single petals under either. the top two are 'somei-yoshino', bottom are 'akebono'. fortunately, there's the staminode in the 'akebono'. lucky - there aren't all that many of those on the flowers this year. ","Mar 31, 2018",2018-03-31,90,1,2018,7.7700000000000005,2.1277777777777778,51.888888888888886
125,5,"50th avenue and marine crescent!!shirley willard took me here two days ago, and we thought the 'accolade' trees were still coming into bloom, as there were a lot of trees with just buds and it wasn't all that full a display on 50th. well, guess what. the parks board has been in-filling with 'akebono'. all the young trees are 'akebono'. it's not like planting two different cultivars of cherry increases the bio-diversity. for those two, it doesn't extend the blooming time by much - just makes the display of each look less exciting. except right now. they are both in bloom and the street looks excellent. it's pretty hard to notice that the trees have different flowers. here are 'accolade' (with an 'akebono' in the background).  and 'akebono'. i don't know if the neighbours all agree to not park on the street during cherry season or what. i parked at the corner where there were two other cars, but some people doing a photo shoot asked the car in front of me to back up close to my car to leave the street clear.      around the corner on marine crescent at 51st is a block of 'somei-yoshino' with a much younger 'akebono' across the street.   ","Mar 31, 2018",2018-03-31,90,1,2018,7.7700000000000005,2.1277777777777778,51.888888888888886
126,6,"my favourite 'yae-beni-shidare' trees on 45th west of mackenzie are in bloom now. the one that is more accessible is a particularly nice tree, either low-grafted or not grafted.  ","Apr 9, 2018",2018-04-09,99,2,2018,17.201098901098902,9.46923076923077,19.252747252747252
127,6,"pretty group - three 'akebono' trees at maple grove park, easily visible as you drive by on marine drive.   these 'akebono' are on beechwood, south from the 'somei-yoshino' in a posting one or two back. this is the street looking north from 53rd. ","Apr 12, 2018",2018-04-12,102,2,2018,17.201098901098902,9.46923076923077,19.252747252747252
128,6,"'washi-no-o' showing signs of red-eye, but still worth a look.  at balsam and 47th.petals are noticeably fringed.   ","Apr 16, 2018",2018-04-16,106,2,2018,17.201098901098902,9.46923076923077,19.252747252747252
129,6,"four o-yama-zakura trees past peak bloom on south side of w. 47th, east of east boulevard on april 14, 2o18:     compare with the single o-yama-zakura at lord strathcona elementary:    and at queen elizabeth park:     ","Apr 16, 2018",2018-04-16,106,2,2018,17.201098901098902,9.46923076923077,19.252747252747252
130,6,"willard said:↑four 'pandora' at 6757 arbutus st, in an elegant setting.click to expand...grr! i should take these people to court. why top-prune these trees? the trolley lines? the view? there are neither. these were the.most.beautiful 'pandora' cherry trees. now i think i should remove them from the festival favourites list. i can't even.  now for better news. the 'beni-shidare' on west blvd. at 54th is looking its usual stunning self. this is the time to go see it.   ","Mar 30, 2019",2019-03-30,89,1,2019,7.554444444444444,0.2033333333333333,27.444444444444443
131,6,revisited an old friend at beechwood and 51st.  grand old 'somei-yoshino'.  bigger than the house!  ,"Apr 3, 2019",2019-04-03,93,2,2019,17.53956043956044,9.235164835164834,18.395604395604394
132,6,"willard said:↑an old friend at beechwood and 51st. grand old 'somei-yoshino'.click to expand...here is a blossom photo for this. oh, and i like the trunk too.  ","Apr 3, 2019",2019-04-03,93,2,2019,17.53956043956044,9.235164835164834,18.395604395604394
133,6,"shogetsu moonlight in kerrisdale, full bloom on april 26, 2019 at west side of yew/w. 44 avenue.  ","Apr 26, 2019",2019-04-26,116,2,2019,17.53956043956044,9.235164835164834,18.395604395604394
134,6,"the area of west 43rd and yew street, near the kerrisdale community centre, is particularly nice right now for looking—and studying. the shirofugen trees are in peak bloom.   the ukons lining w. 43rd are growing their red eyes.  one block away on yew at w. 44th is a splendid shogetsu, as per previous post.and if you must have them, there are plenty of kanzans around too. ","Apr 26, 2019",2019-04-26,116,2,2019,17.53956043956044,9.235164835164834,18.395604395604394
135,6,four 'pandora' at 6757 arbutus st lit up with lights at 7:30pmthe 'beni-shidare' on west blvd. at 54th at sunset  ,"Mar 30, 2020",2020-03-30,90,1,2020,7.85,1.955681818181818,44.18181818181818
136,6,"wow. i am so surprised, and not only because this is your first posting and you've got the id of the trees and wrote the names correctly and everything(!), but those 'pandora' looked so terrible last year after they were pruned, i was sure they were ruined, see posting #130. and a friend and i always made sure to drive past that 'beni-shidare' every week, but now our weekly rehearsals are off so i don't see that tree. thank you for posting these. and welcome - you are now an official cherry scout. ","Mar 31, 2020",2020-03-31,91,1,2020,7.85,1.955681818181818,44.18181818181818
137,6,"the washi-no-o tree on the nw corner of balsam and w.47th has started its bloom on april 1, 2020 ahead of the one at w. 38th and dunbar and the trees in renfrew-collingwood, which are all only in bud.  ","Apr 1, 2020",2020-04-01,92,2,2020,16.906593406593405,8.772527472527473,14.505494505494505
138,6,ryan p said:↑four 'pandora' at 6757 arbutus st lit up with lights at 7:30pmthe 'beni-shidare' on west blvd. at 54th at sunsetview attachment 172220 view attachment 172207click to expand...first time i’ve seen ‘pandora’ lit up.wish i could be there.thanks for posting. ,"Apr 1, 2020",2020-04-01,92,2,2020,16.906593406593405,8.772527472527473,14.505494505494505
139,6,50th west of marine crescent is magical right now.in one photo the 'accolade' is the on left and 'akebono' is on the on right.in the 2nd photo the 'akebono' is in the foreground. you can see the signature 5 petals. ,"Apr 2, 2020",2020-04-02,93,2,2020,16.906593406593405,8.772527472527473,14.505494505494505
140,6,"washi-no-o is in full bloom on the nw corner of balsam and w.47th at april 5, 2020. flowers are high up , but from the three blossom drops, you can see the ragged petal edges, the ""eagle's tail"".   ","Apr 5, 2020",2020-04-05,96,2,2020,16.906593406593405,8.772527472527473,14.505494505494505
141,6,"the tai-haku line on west side balsam, from w. 41st southward, is in full bloom april 5, 2020.   ","Apr 5, 2020",2020-04-05,96,2,2020,16.906593406593405,8.772527472527473,14.505494505494505
142,6,"the two snow goose on the east side of mccleery, north of w. 49th are finishing their bloom at april 9, 2020.  ","Apr 9, 2020",2020-04-09,100,2,2020,16.906593406593405,8.772527472527473,14.505494505494505
143,6,"beni-shidare still hanging around on the south side w. 49, south of mccleery, at april 9, 2020.  ","Apr 9, 2020",2020-04-09,100,2,2020,16.906593406593405,8.772527472527473,14.505494505494505
144,6,"anne eng said:↑beni-shidare still hanging aroundclick to expand...no fooling! those folks are brave. is ""brave"" the right word? ","Apr 9, 2020",2020-04-09,100,2,2020,16.906593406593405,8.772527472527473,14.505494505494505
145,6,"mikuruma-gaeshi just past peak bloom at 3111 w. 43 (north side, west of carnarvon) on april 12, 2020.     ","Apr 12, 2020",2020-04-12,103,2,2020,16.906593406593405,8.772527472527473,14.505494505494505
146,6,"the four o-yama-zakura trees on north side of w. 47th, west of maple are past peak bloom at april 12, 2020.      ","Apr 12, 2020",2020-04-12,103,2,2020,16.906593406593405,8.772527472527473,14.505494505494505
147,6,"there is a listing of heritage trees on page 37 of a document (https://guidelines.vancouver.ca/policy-vancouver-heritage-register.pdf  ) along with heritage buildings and monuments.  the only cherry tree worthy of heritage protection is in kerrisdale at 2011 w. 48th and its variety is shown as unknown.  it is not in our listings here though and would be nearby the four o-yama-zakura trees.  thoughts?anne eng said:↑the four o-yama-zakura trees on north side of w. 47th, west of maple are past peak bloom at april 12, 2020.view attachment 173794 view attachment 173795 view attachment 173796 view attachment 173797 view attachment 173798 view attachment 173799click to expand... ","Apr 18, 2020",2020-04-18,109,2,2020,16.906593406593405,8.772527472527473,14.505494505494505
148,6,i'm pretty sure those o-yama-zakura are not the heritage trees. i would expect they had the address correct and the tree isn't there any more. i'm not seeing any good candidates in google street view. the house at that address is probably younger than the document. ,"Apr 18, 2020",2020-04-18,109,2,2020,16.906593406593405,8.772527472527473,14.505494505494505
149,6,i just went by that address and do not see any heritage looking tree. there is a tree stump in the front yard :oyaletowner said:↑there is a listing of heritage trees on page 37 of a document (https://guidelines.vancouver.ca/policy-vancouver-heritage-register.pdf  ) along with heritage buildings and monuments.  the only cherry tree worthy of heritage protection is in kerrisdale at 2011 w. 48th and its variety is shown as unknown.  it is not in our listings here though and would be nearby the four o-yama-zakura trees.  thoughts?click to expand... ,"Apr 19, 2020",2020-04-19,110,2,2020,16.906593406593405,8.772527472527473,14.505494505494505
150,6,"ryan p said:↑i just went by that address and do not see any heritage looking tree. there is a tree stump in the front yard :oclick to expand...might be a story on this somewhere.  heritage trees are supposed to be protected unless i suppose they were diagnosed by a tree expert as needing to be taken down in which case there should be removal permit at the city.  oh well, so much for that heritage asset listing. ","Apr 19, 2020",2020-04-19,110,2,2020,16.906593406593405,8.772527472527473,14.505494505494505
151,7,"shiro-fugen in bloom on w. 42, east of yew, at april 20, 2020.  ","Apr 20, 2020",2020-04-20,111,2,2020,16.906593406593405,8.772527472527473,14.505494505494505
152,7,"the ukon grove on the west side of yew, south of w. 42nd is in various stages of bloom at april 20, 2020.      ","Apr 20, 2020",2020-04-20,111,2,2020,16.906593406593405,8.772527472527473,14.505494505494505
153,7,"the single shogetsu at the nw corner of yew and w. 44 is starting its bloom at april 20, 2020. fringed-edged petals.    ","Apr 20, 2020",2020-04-20,111,2,2020,16.906593406593405,8.772527472527473,14.505494505494505
154,7,"beautiful rows of 'ukon"" along churchill street.  i noticed them as i was driving home along 49th ave.    they have the overall affect of a light green colour, -ukon meaning tumeric- but on the close up pictures, the colour is more white, an the centres are fading to pink.     lovely old specimens along this block.    ","Apr 23, 2020",2020-04-23,114,2,2020,16.906593406593405,8.772527472527473,14.505494505494505
155,7,"janice lin, of the green club of bc, sent along photos taken by gako lin, i think within the last few days (i made up the date in the photo names), the same trees in the posting just previous, on churchill at 49th. her scouts were impressed with the amount of green in the flowers, but janice does assume that these are really 'ukon'.      ","Apr 30, 2020",2020-04-30,121,2,2020,16.906593406593405,8.772527472527473,14.505494505494505
156,7,"they're not the most attractive specimens, with their somewhat unsightly trunks. if you can overlook that, and the obviously not-japanese pruning techniques, there are accolades strewn along both sides of w. 50th avenue (between marine crescent and macdonald). they are in bloom at march 15, 2021.     ","Mar 15, 2021",2021-03-15,74,1,2021,8.396969696969697,1.5242424242424242,20.363636363636363
157,7,"the grand 'beni-shidare' at west boulevard and 54th is almost fully open.   here are four small 'beni-shidare' on w. 43rd close to east boulevard. i would like to have the id of the large tree behind these.    the best 'accolade' ever, on beechwood at 64th, is in full bloom.    ","Mar 26, 2021",2021-03-26,85,1,2021,8.396969696969697,1.5242424242424242,20.363636363636363
158,7,"the reason i started that previous posting was to post these 'pandora' on arbutus just south of 51st. i dissed the pruning job done two years ago, but i i guess they look ok now. i think they were prettier before - this link shows them in 2017: kerrisdale     ","Mar 26, 2021",2021-03-26,85,1,2021,8.396969696969697,1.5242424242424242,20.363636363636363
159,7,"the four akebono trees on the north side of w. 43 (east of e. boulevard) have started their bloom and very obligingly dropped a blossom with the extra petaloid at our feet.  across the street from the four little beni-shidare trees on the south side of w. 43rd, at march 30, 2021.   ","Mar 30, 2021",2021-03-30,89,1,2021,8.396969696969697,1.5242424242424242,20.363636363636363
160,7,"the big, old—but still fruitful—somei-yoshino on the north side of w. 51st (west of beechwood) is in full bloom at march 30, 2021. the cherry wave has reached vancouver! mariko reported that the wave crested in tokyo march 14, with the blooming of their somei-yoshino trees #309.  ","Mar 30, 2021",2021-03-30,89,1,2021,8.396969696969697,1.5242424242424242,20.363636363636363
161,7,"the quiet line of somei-yoshino trees along marine crescent, from w. 50th south towards (noisy) marine drive at march 30, 2021. kerrisdale's cherry wave at full bloom.    ","Mar 30, 2021",2021-03-30,89,1,2021,8.396969696969697,1.5242424242424242,20.363636363636363
162,7,"anne eng said:↑the big, old—but still fruitful—somei-yoshinoclick to expand...uh-oh. i's sure i'm the one who said they're 'somei-yoshino', but the flowers sure look like 'akebono'. look at the top centre flower, with the 7 or 8 petals.other blossom photos are at:kerrisdalekerrisdalekerrisdale - this one would definitely put an end to id'ing these things from the size of the starsdoes anyone think i should not change the id on this? ","Mar 30, 2021",2021-03-30,89,1,2021,8.396969696969697,1.5242424242424242,20.363636363636363
163,7,"i don't know, wendy, those flowers didn't look like akebono to me, and the twigs look knobby in my shot. on the other blossom shots you mentioned above, it's hard to separate the trees as both the akebono and the somei-yoshino are mentioned in the same posting. will have to go back and have another look at the big tree. ","Mar 30, 2021",2021-03-30,89,1,2021,8.396969696969697,1.5242424242424242,20.363636363636363
164,7,"after checking some older somei-yoshino trees in other neighbourhoods, i revisited the tree at the nw corner of w. 51st and beechwood.here is the beechwood tree with its twig and branch pattern at march 31, 2021.   here is the somei-yoshino in brewer's park (kensington neighbourhood) at march 31, 2021.   here is the somei-yoshino at e. woodstock and prince edward (riley park) at march 31, 2021.   to me, the twig and branch pattern look similar, and they don't look like akebono. if you strip the beechwood tree of its somei-yoshino identity, does that mean the other sites need to be updated too? ","Mar 31, 2021",2021-03-31,90,1,2021,8.396969696969697,1.5242424242424242,20.363636363636363
165,7,"this beautiful little akebono on the south side of w. 53rd (right where beechwood ends) is in full bloom at march 31, 2021. it must have been planted right for its life force to be so positive.  ","Mar 31, 2021",2021-03-31,90,1,2021,8.396969696969697,1.5242424242424242,20.363636363636363
